,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source,source_ord
26525,26525,2007,6.0,factory,342.0,4,172.0,2,1984,24.4,31.4,37.9,525.18,oil,3
26526,26526,2011,3.0,commercial,312.0,4,172.0,3,1959,16.9,23.5,30.7,1386.93,elec,1
26527,26527,2011,12.0,factory,953.0,2,-7.0,1,1982,11.1,16.0,21.6,511.83,gas,2
26528,26528,2011,9.0,office,1218.0,5,172.0,23,1959,22.9,26.9,33.9,15208.24,oil,3
26529,26529,2014,4.0,commercial,239.0,7,117.0,6,1959,21.3,26.5,32.9,2715.08,elec,1
26530,26530,2005,10.0,factory,306.0,6,337.0,5,1989,15.3,22.2,28.7,1182.76,oil,3
26531,26531,2013,2.0,factory,371.0,2,117.0,2,1945,13.2,19.0,27.2,341.58,gas,2
26532,26532,2012,6.0,commercial,622.0,3,51.0,1,1966,24.3,31.0,38.5,46.16,gas,2
26533,26533,2009,12.0,education,1919.0,3,37.0,6,1962,9.3,15.4,20.9,17409.17,elec,1
26534,26534,2009,5.0,education,425.0,5,-7.0,4,1932,23.9,28.6,32.9,1850.4,gas,2
26535,26535,2009,2.0,commercial,1105.0,7,117.0,6,1966,10.0,19.5,26.0,10161.93,elec,1
26536,26536,2010,4.0,residential,405.0,2,203.0,19,1982,22.6,27.3,32.8,6239.18,oil,3
26537,26537,2011,1.0,office,557.0,6,37.0,7,1925,7.1,15.0,21.0,2417.38,gas,2
26538,26538,2014,5.0,residential,1085.0,5,37.0,7,1928,24.6,29.5,35.7,6200.21,gas,2
26539,26539,2008,10.0,factory,388.0,2,337.0,1,1941,16.5,23.0,30.2,208.39,gas,2
26540,26540,2005,10.0,commercial,539.0,6,172.0,4,2009,17.4,23.3,29.3,1777.84,gas,2
26541,26541,2008,11.0,education,299.0,6,37.0,5,1936,15.1,19.1,24.2,1707.89,elec,1
26542,26542,2006,9.0,education,911.0,5,172.0,1,1986,21.1,26.5,31.2,1225.61,elec,1
26543,26543,2006,4.0,commercial,547.0,7,203.0,1,1979,20.1,26.0,32.9,671.99,oil,3
26544,26544,2010,4.0,residential,258.0,3,51.0,9,1962,18.7,26.1,33.6,122.44,gas,2
26545,26545,2012,2.0,residential,623.0,1,51.0,26,1999,13.6,20.4,26.9,10913.97,gas,2
26546,26546,2005,5.0,commercial,435.0,6,117.0,9,1990,21.6,28.3,35.0,5261.76,elec,1
26547,26547,2010,7.0,education,156.0,3,-7.0,3,1978,20.7,31.1,40.2,651.01,elec,1
26548,26548,2012,4.0,education,608.0,1,203.0,6,1950,22.9,27.3,31.4,4657.77,elec,1
26549,26549,2006,12.0,education,301.0,4,19.0,6,1937,4.3,15.1,22.0,3220.36,oil,3
26550,26550,2010,1.0,education,812.0,7,337.0,3,2008,5.3,15.0,22.4,4706.35,elec,1
26551,26551,2012,5.0,office,529.0,2,117.0,26,1989,21.8,29.4,35.4,18639.42,elec,1
26552,26552,2012,4.0,education,911.0,5,172.0,1,1986,20.8,26.8,34.4,991.6,gas,2
26553,26553,2008,1.0,residential,679.0,2,37.0,4,1987,6.5,14.2,19.3,2860.93,elec,1
26554,26554,2012,12.0,factory,987.0,5,203.0,2,1934,7.1,13.9,21.9,1659.82,elec,1
26555,26555,2011,12.0,commercial,277.0,2,12.0,5,2009,4.3,15.5,23.0,1454.64,gas,2
26556,26556,2005,9.0,commercial,975.0,2,12.0,3,1994,19.6,26.1,32.7,2932.43,gas,2
26557,26557,2012,8.0,factory,218.0,3,203.0,1,1971,22.3,29.1,35.0,9.58,gas,2
26558,26558,2006,5.0,office,582.0,4,37.0,3,1975,21.7,29.2,34.4,1644.47,oil,3
26559,26559,2013,10.0,commercial,689.0,5,51.0,22,1931,15.8,23.5,30.6,12374.29,gas,2
26560,26560,2007,1.0,commercial,339.0,1,37.0,4,2009,11.5,16.2,22.5,1421.24,gas,2
26561,26561,2005,11.0,education,1114.0,4,51.0,4,1924,15.3,20.1,29.8,4641.37,gas,2
26562,26562,2013,3.0,commercial,596.0,1,337.0,6,1984,14.4,23.7,29.9,4685.99,oil,3
26563,26563,2014,2.0,commercial,360.0,3,12.0,3,1948,14.5,19.7,24.7,1295.48,elec,1
26564,26564,2008,3.0,commercial,854.0,4,337.0,1,1936,16.3,23.0,29.5,1195.12,elec,1
26565,26565,2010,3.0,office,582.0,4,37.0,3,1975,17.8,23.8,29.3,1311.07,oil,3
26566,26566,2012,8.0,commercial,429.0,8,51.0,1,1963,23.7,30.3,36.7,679.4,elec,1
26567,26567,2014,4.0,commercial,1260.0,6,55.0,4,1937,22.2,26.549999999999997,30.9,6209.28,elec,1
26568,26568,2010,4.0,residential,1172.0,8,12.0,2,1997,20.0,26.4,34.0,2147.74,elec,1
26569,26569,2009,12.0,education,260.0,4,55.0,5,1979,8.0,13.6,21.9,967.2,gas,2
26570,26570,2006,1.0,education,429.0,5,37.0,5,1994,9.3,14.9,21.1,2334.77,gas,2
26571,26571,2013,7.0,factory,987.0,5,203.0,2,1934,25.7,32.65,39.6,1155.37,oil,3
26572,26572,2009,5.0,residential,449.0,1,337.0,29,1926,19.6,28.9,34.0,8773.35,gas,2
26573,26573,2009,2.0,education,656.6619098651926,4,117.0,6,1977,12.7,20.2,26.7,4748.13,gas,2
26574,26574,2013,10.0,commercial,1707.0,4,172.0,6,2006,18.9,23.7,31.7,11971.3,oil,3
26575,26575,2006,7.0,residential,244.0,6,117.0,23,1994,23.8,30.7,37.4,3914.37,gas,2
26576,26576,2007,4.0,commercial,5947.0,6,12.0,2,1996,20.3,26.3,29.0,10840.19,gas,2
26577,26577,2005,8.0,commercial,388.0,4,37.0,3,1970,22.3,28.0,33.2,1267.91,oil,3
26578,26578,2013,10.0,commercial,589.0,2,12.0,2,1956,14.4,23.2,26.9,1237.23,gas,2
26579,26579,2014,6.0,residential,179.0,3,12.0,7,1978,23.1,29.6,34.9,1136.72,elec,1
26580,26580,2013,5.0,commercial,1178.0,4,117.0,3,1930,24.3,29.7,39.1,6400.22,elec,1
26581,26581,2006,12.0,education,857.0,8,37.0,6,1966,10.1,15.0,,7328.95,elec,1
26582,26582,2006,9.0,factory,371.0,5,-7.0,6,1953,20.5,27.0,35.0,2041.87,elec,1
26583,26583,2010,9.0,education,425.0,5,-7.0,4,1932,22.2,26.4,31.6,1453.56,oil,3
26584,26584,2009,4.0,education,857.0,8,37.0,6,1966,20.8,26.4,31.9,2616.74,gas,2
26585,26585,2007,12.0,office,285.0,7,55.0,8,1932,7.4,14.7,19.9,1869.49,gas,2
26586,26586,2013,5.0,commercial,305.0,2,55.0,4,1997,25.1,29.1,34.5,2314.68,elec,1
26587,26587,2008,8.0,education,911.0,5,172.0,1,1986,22.5,30.1,34.1,853.12,oil,3
26588,26588,2009,7.0,commercial,1178.0,4,117.0,3,1930,24.8,30.0,36.3,5818.38,elec,1
26589,26589,2005,3.0,education,857.0,8,37.0,6,1966,18.9,23.5,30.3,8375.95,elec,1
26590,26590,2010,10.0,factory,371.0,5,-7.0,6,1953,17.2,23.9,30.5,1445.5,gas,2
26591,26591,2006,3.0,commercial,399.0,5,37.0,15,1922,15.9,23.2,30.1,7319.89,elec,1
26592,26592,2006,7.0,office,1296.0,3,12.0,20,2008,19.6,27.6,35.6,20641.36,oil,3
26593,26593,2007,3.0,commercial,474.0,2,51.0,26,1992,15.4,23.3,,10015.69,oil,3
26594,26594,2006,11.0,commercial,5947.0,6,12.0,2,1996,14.0,20.4,25.9,19582.28,elec,1
26595,26595,2012,12.0,residential,679.0,2,37.0,4,1987,9.7,15.6,25.3,1917.14,gas,2
26596,26596,2011,10.0,factory,240.0,3,37.0,5,1957,16.6,23.0,,1134.0,elec,1
26597,26597,2006,12.0,commercial,122.0,6,117.0,1,1997,6.4,14.4,20.8,95.31,gas,2
26598,26598,2013,10.0,residential,317.0,6,203.0,28,1999,12.9,22.4,28.6,5695.73,gas,2
26599,26599,2011,3.0,education,351.0,6,117.0,1,1979,17.7,23.9,28.5,287.26,gas,2
26600,26600,2013,1.0,factory,819.0,3,37.0,6,2006,10.4,15.5,22.2,4385.08,oil,3
26601,26601,2009,2.0,residential,486.0,2,-7.0,17,2006,14.5,19.9,27.9,5578.34,gas,2
26602,26602,2014,7.0,residential,258.0,3,51.0,9,1962,26.2,31.0,36.4,2106.52,elec,1
26603,26603,2006,7.0,education,425.0,5,-7.0,4,1932,24.3,30.7,36.9,1598.07,gas,2
26604,26604,2010,1.0,education,861.0,7,19.0,5,2003,9.8,15.0,20.7,8433.7,oil,3
26605,26605,2012,10.0,office,1418.0,5,12.0,20,1964,16.1,23.9,33.6,23761.92,oil,3
26606,26606,2007,4.0,office,249.0,6,337.0,3,1940,22.8,26.1,,699.19,oil,3
26607,26607,2014,4.0,commercial,448.0,1,-7.0,6,1987,15.6,26.0,32.5,2889.51,oil,3
26608,26608,2010,2.0,commercial,334.0,8,37.0,4,2001,12.3,19.6,,2221.59,elec,1
26609,26609,2006,9.0,office,430.0,6,55.0,14,2001,21.2,27.9,33.0,5399.94,oil,3
26610,26610,2014,3.0,office,356.0,1,55.0,25,1952,14.7,23.6,31.5,8415.44,oil,3
26611,26611,2012,7.0,office,286.0,3,55.0,15,1937,24.9,30.7,35.8,5405.4,elec,1
26612,26612,2011,6.0,education,403.0,5,337.0,6,1954,24.8,30.0,35.5,2809.45,elec,1
26613,26613,2012,10.0,education,814.0,1,55.0,5,1935,16.0,23.1,29.4,3179.48,gas,2
26614,26614,2007,6.0,office,493.0,1,51.0,28,1995,25.5,31.6,38.0,8537.08,gas,2
26615,26615,2013,4.0,factory,287.0,8,203.0,5,1923,20.1,26.8,33.0,1400.07,elec,1
26616,26616,2005,7.0,education,425.0,5,-7.0,4,1932,24.1,31.2,38.4,1453.56,oil,3
26617,26617,2011,5.0,commercial,501.0,8,117.0,6,2009,24.3,29.5,35.5,4522.51,elec,1
26618,26618,2005,5.0,residential,449.0,1,337.0,29,1926,25.1,29.0,35.3,16406.46,elec,1
26619,26619,2014,2.0,education,451.0,5,203.0,4,1978,14.1,19.6,25.5,2320.62,gas,2
26620,26620,2013,2.0,education,337.0,8,203.0,1,1940,13.7,18.5,23.3,526.08,elec,1
26621,26621,2010,4.0,education,1013.0,4,117.0,6,1977,20.6,25.7,30.3,4069.83,gas,2
26622,26622,2006,2.0,office,968.0,3,-7.0,3,1965,12.6,20.1,27.1,178.25,gas,2
26623,26623,2009,1.0,education,351.0,6,117.0,1,1979,9.0,16.1,26.9,274.2,gas,2
26624,26624,2009,9.0,commercial,365.0,3,203.0,2,1963,19.5,26.7,31.5,777.89,oil,3
26625,26625,2007,10.0,residential,177.0,5,337.0,25,1947,16.7,22.7,29.6,2976.56,oil,3
26626,26626,2014,5.0,residential,3228.0,3,-7.0,5,1944,23.0,29.6,37.0,16838.54,elec,1
26627,26627,2013,3.0,commercial,317.0,6,203.0,28,1999,15.1,24.9,32.2,5200.45,gas,2
26628,26628,2005,2.0,commercial,378.0,3,117.0,5,1922,12.3,20.4,25.0,1981.02,oil,3
26629,26629,2014,5.0,commercial,1265.0,7,117.0,3,1971,23.4,28.5,35.0,4166.99,gas,2
26630,26630,2005,4.0,commercial,230.0,6,203.0,4,1967,21.5,27.4,34.9,718.7,gas,2
26631,26631,2012,10.0,commercial,334.0,8,37.0,4,2001,16.4,23.2,28.1,2750.54,elec,1
26632,26632,2013,10.0,office,549.0,8,19.0,3,1972,15.2,23.8,31.2,2328.86,elec,1
26633,26633,2009,1.0,commercial,912.0,6,172.0,6,1951,8.3,14.8,26.7,9375.14,oil,3
26634,26634,2011,7.0,residential,1085.0,5,37.0,7,1928,23.3,30.0,37.2,5918.38,gas,2
26635,26635,2005,10.0,office,1296.0,3,12.0,20,2008,15.1,23.0,28.5,24820.99,elec,1
26636,26636,2011,1.0,office,529.0,2,117.0,26,1989,8.5,14.9,20.4,10318.25,gas,2
26637,26637,2012,5.0,commercial,734.0,3,337.0,6,1952,20.8,29.0,35.2,3895.43,oil,3
26638,26638,2010,6.0,education,388.0,4,172.0,2,1936,23.5,30.2,37.5,877.05,oil,3
26639,26639,2014,9.0,commercial,1105.0,7,117.0,6,1966,19.8,27.2,37.7,6618.07,gas,2
26640,26640,2005,10.0,office,649.0,3,172.0,9,2008,17.9,23.6,31.4,5464.99,oil,3
26641,26641,2007,1.0,education,388.0,4,172.0,2,1936,7.9,14.2,18.5,606.21,gas,2
26642,26642,2011,6.0,education,439.0,1,19.0,6,1989,25.2,29.6,33.9,2095.61,oil,3
26643,26643,2007,5.0,factory,595.0,7,37.0,1,1999,24.7,29.9,35.1,546.03,elec,1
26644,26644,2006,1.0,education,337.0,8,203.0,1,1940,9.3,14.0,19.3,531.66,oil,3
26645,26645,2014,12.0,office,1122.0,6,37.0,27,1958,6.7,13.7,,34749.28,oil,3
26646,26646,2014,10.0,commercial,501.0,8,117.0,6,2009,17.0,22.5,29.2,1690.77,gas,2
26647,26647,2014,11.0,office,1342.0,6,19.0,5,1944,13.8,19.5,24.8,6763.68,elec,1
26648,26648,2014,5.0,education,411.0,4,172.0,2,1949,24.7,29.6,34.0,1218.01,elec,1
26649,26649,2013,8.0,commercial,317.0,8,51.0,2,1976,23.1,29.0,37.3,1255.07,elec,1
26650,26650,2009,2.0,office,286.0,3,55.0,15,1937,12.8,19.6,27.5,5189.18,elec,1
26651,26651,2005,7.0,factory,371.0,2,117.0,2,1945,25.8,30.8,37.4,822.73,elec,1
26652,26652,2009,11.0,office,249.0,6,337.0,3,1940,13.6,19.5,26.4,370.51,gas,2
26653,26653,2013,1.0,office,649.0,3,172.0,9,2008,12.1,15.7,22.1,6785.31,oil,3
26654,26654,2005,12.0,commercial,388.0,4,37.0,3,1970,7.6,14.4,19.6,1010.35,gas,2
26655,26655,2012,6.0,commercial,339.0,1,37.0,4,2009,22.5,30.3,37.9,1235.86,gas,2
26656,26656,2006,9.0,commercial,339.0,1,12.0,1,1926,20.8,27.0,33.5,370.76,gas,2
26657,26657,2013,11.0,education,529.0,1,55.0,4,1974,14.1,18.9,26.2,3554.88,elec,1
26658,26658,2005,12.0,residential,163.0,1,12.0,21,1989,7.8,14.5,21.4,3967.94,elec,1
26659,26659,2006,3.0,education,451.0,1,337.0,5,1993,14.4,22.9,30.4,2113.93,gas,2
26660,26660,2005,7.0,office,1249.0,6,12.0,9,1940,25.6,30.6,33.7,11330.93,elec,1
26661,26661,2012,8.0,commercial,378.0,3,117.0,5,1922,19.6,28.1,32.9,2014.26,oil,3
26662,26662,2007,1.0,commercial,941.0,3,117.0,4,1954,7.7,14.9,,5158.8,oil,3
26663,26663,2013,7.0,education,650.0,1,12.0,2,1999,21.9,29.6,,863.23,gas,2
26664,26664,2007,8.0,commercial,378.0,3,117.0,5,1922,24.2,28.799999999999997,33.4,2933.88,elec,1
26665,26665,2005,12.0,commercial,1107.0,4,203.0,4,1927,9.0,14.6,20.5,2964.99,gas,2
26666,26666,2005,11.0,office,921.0,6,51.0,27,1979,12.2,19.8,27.0,19271.92,gas,2
26667,26667,2006,10.0,education,312.0,1,-7.0,1,1941,16.8,23.1,27.0,268.11,gas,2
26668,26668,2010,1.0,residential,954.0,8,117.0,27,1943,8.5,15.1,21.8,28846.08,elec,1
26669,26669,2014,11.0,commercial,2080.0,2,117.0,6,2006,14.4,19.3,24.2,21578.01,oil,3
26670,26670,2013,8.0,office,356.0,1,55.0,25,1952,21.5,29.5,,9469.6,elec,1
26671,26671,2013,10.0,office,258.0,4,117.0,11,1950,15.1,23.3,30.0,3504.36,elec,1
26672,26672,2008,4.0,residential,177.0,5,337.0,25,1947,23.6,27.7,32.3,4104.96,gas,2
26673,26673,2009,8.0,office,956.0,2,51.0,13,2002,22.6,28.3,35.7,12262.71,oil,3
26674,26674,2011,3.0,commercial,260.0,4,55.0,5,1979,19.0,23.9,31.1,1237.2,oil,3
26675,26675,2007,9.0,commercial,635.0,2,12.0,5,2008,21.3,26.7,33.0,4576.57,oil,3
26676,26676,2008,4.0,factory,306.0,6,337.0,5,1989,22.3,27.1,34.9,1029.31,oil,3
26677,26677,2010,12.0,commercial,975.0,2,12.0,3,1994,7.5,15.2,28.5,5849.99,oil,3
26678,26678,2007,9.0,commercial,305.0,2,55.0,4,1997,21.5,27.1,36.7,931.88,gas,2
26679,26679,2008,7.0,office,399.0,5,37.0,15,1922,25.4,30.0,33.9,3452.21,oil,3
26680,26680,2009,7.0,office,557.0,6,37.0,7,1925,23.0,31.3,39.3,3930.19,elec,1
26681,26681,2012,4.0,commercial,657.0,6,-7.0,1,1963,22.8,27.4,35.2,541.76,gas,2
26682,26682,2006,2.0,education,301.0,4,19.0,6,1937,13.8,19.0,25.1,2285.67,oil,3
26683,26683,2012,12.0,commercial,657.0,2,19.0,5,1972,8.6,13.8,19.0,5382.67,elec,1
26684,26684,2007,2.0,residential,615.0,2,203.0,7,1961,12.8,20.1,24.8,5065.6,oil,3
26685,26685,2009,9.0,commercial,411.0,8,19.0,4,1987,21.5,27.5,34.2,2603.57,elec,1
26686,26686,2012,10.0,education,156.0,3,-7.0,3,1978,17.6,22.9,33.7,446.07,oil,3
26687,26687,2006,6.0,commercial,524.0,6,117.0,3,1929,24.0,29.9,35.8,1364.5,gas,2
26688,26688,2005,1.0,commercial,312.0,4,172.0,3,1959,8.9,14.8,20.0,974.94,gas,2
26689,26689,2010,4.0,office,464.0,5,55.0,18,1947,21.0,27.0,33.2,5667.67,oil,3
26690,26690,2010,10.0,residential,924.0,7,203.0,25,1931,17.6,23.9,30.2,12599.78,gas,2
26691,26691,2008,1.0,commercial,589.0,2,12.0,2,1956,10.0,15.5,20.6,1180.99,gas,2
26692,26692,2013,5.0,commercial,442.0,1,172.0,5,1953,22.0,30.0,37.6,2654.65,oil,3
26693,26693,2011,6.0,office,123.0,5,12.0,23,1963,23.1,30.1,37.9,2682.71,gas,2
26694,26694,2011,5.0,residential,656.6619098651926,8,172.0,29,1937,23.5,29.1,36.0,12532.38,oil,3
26695,26695,2010,12.0,commercial,239.0,7,117.0,6,1959,3.8,15.2,21.4,2233.7,oil,3
26696,26696,2007,3.0,office,176.0,6,55.0,24,1972,16.9,23.7,28.4,2749.82,gas,2
26697,26697,2008,9.0,commercial,357.0,7,337.0,6,1921,21.2,26.6,31.4,3800.98,oil,3
26698,26698,2008,4.0,commercial,1084.0,8,19.0,24,1924,20.1,27.0,33.9,26486.37,elec,1
26699,26699,2006,7.0,commercial,334.0,8,37.0,4,2001,20.4,30.9,39.7,2221.59,elec,1
26700,26700,2014,8.0,education,427.0,4,55.0,1,1946,21.2,28.4,33.7,270.03,gas,2
26701,26701,2006,9.0,office,439.0,8,117.0,9,1987,22.5,27.4,32.8,4916.31,elec,1
26702,26702,2013,7.0,office,1260.0,6,55.0,4,1937,24.5,30.7,35.0,5307.12,oil,3
26703,26703,2012,4.0,office,487.0,1,51.0,2,1934,20.8,27.0,33.8,797.71,oil,3
26704,26704,2008,2.0,factory,371.0,5,-7.0,6,1953,10.3,19.1,26.9,1786.63,elec,1
26705,26705,2008,9.0,office,1084.0,8,19.0,24,1924,19.6,26.5,33.0,12194.22,gas,2
26706,26706,2013,8.0,commercial,425.0,8,117.0,3,1956,21.5,29.6,35.6,2019.19,elec,1
26707,26707,2013,11.0,commercial,284.0,1,172.0,2,1976,14.1,19.2,24.9,1035.61,oil,3
26708,26708,2010,2.0,commercial,1128.0,6,172.0,1,2008,11.2,19.6,24.7,1857.14,elec,1
26709,26709,2006,9.0,education,451.0,1,337.0,5,1993,22.2,26.9,34.7,2216.21,oil,3
26710,26710,2012,11.0,commercial,284.0,1,172.0,2,1976,14.6,19.4,24.6,4851.541864684603,gas,2
26711,26711,2009,10.0,education,837.0,5,203.0,3,1934,17.1,23.1,31.3,2548.99,oil,3
26712,26712,2006,7.0,commercial,1003.0,4,-7.0,6,1994,24.9,30.9,37.4,5223.62,gas,2
26713,26713,2008,1.0,office,439.0,8,117.0,9,1987,7.7,14.9,,5363.25,elec,1
26714,26714,2007,10.0,office,285.0,7,55.0,8,1932,15.5,22.15,28.8,2756.85,oil,3
26715,26715,2008,10.0,factory,268.0,8,37.0,2,1963,17.7,23.5,30.1,371.16,oil,3
26716,26716,2011,6.0,education,173.0,6,51.0,6,1999,24.4,31.2,35.6,1117.3,oil,3
26717,26717,2013,9.0,education,471.0,8,117.0,3,2001,21.0,26.6,32.4,2109.87,elec,1
26718,26718,2014,2.0,education,301.0,4,19.0,6,1937,13.6,20.2,25.3,2803.49,elec,1
26719,26719,2010,6.0,residential,1172.0,8,12.0,2,1997,22.9,30.0,36.6,2056.86,oil,3
26720,26720,2013,7.0,residential,623.0,8,337.0,26,1993,20.0,29.1,34.1,20613.57,elec,1
26721,26721,2007,2.0,education,1862.0,8,19.0,6,1945,13.1,19.2,27.6,13792.77,oil,3
26722,26722,2011,2.0,factory,407.0,4,-7.0,4,1979,15.8,20.2,,757.02,gas,2
26723,26723,2014,10.0,commercial,686.0,3,172.0,18,1950,18.1,23.9,31.7,682.13,gas,2
26724,26724,2008,12.0,education,493.0,2,51.0,2,1993,8.2,14.049999999999999,19.9,1311.93,elec,1
26725,26725,2010,12.0,residential,1024.0,6,203.0,23,1967,7.5,14.7,21.0,13142.02,gas,2
26726,26726,2006,3.0,residential,350.0,3,19.0,22,1963,15.8,23.0,31.0,8382.53,elec,1
26727,26727,2013,7.0,office,249.0,6,337.0,3,1940,23.4,29.6,37.1,532.61,gas,2
26728,26728,2005,8.0,residential,291.0,6,51.0,13,1994,23.2,29.2,36.0,2216.46,gas,2
26729,26729,2005,2.0,residential,800.0,7,203.0,2,1978,12.3,19.4,25.1,1947.46,elec,1
26730,26730,2012,10.0,commercial,2080.0,2,117.0,6,2006,15.7,22.4,29.6,22601.78,elec,1
26731,26731,2012,6.0,residential,239.0,5,37.0,18,1998,25.4,31.0,36.8,1839.18,oil,3
26732,26732,2012,9.0,factory,371.0,5,-7.0,6,1953,16.4,26.0,35.1,1276.17,elec,1
26733,26733,2012,9.0,commercial,244.0,6,117.0,23,1994,21.5,27.1,33.2,4333.59,oil,3
26734,26734,2012,5.0,residential,233.0,7,51.0,12,1949,23.8,29.0,35.1,2917.01,elec,1
26735,26735,2007,3.0,office,429.0,8,203.0,11,1927,20.0,24.1,30.5,5071.23,elec,1
26736,26736,2006,8.0,factory,788.0,4,117.0,6,1998,21.7,28.9,34.6,2468.55,oil,3
26737,26737,2008,8.0,commercial,1869.0,5,117.0,4,1987,20.6,28.4,33.1,10356.71,gas,2
26738,26738,2013,10.0,commercial,139.0,7,117.0,6,1928,11.5,22.6,28.2,1036.92,oil,3
26739,26739,2006,11.0,commercial,213.0,1,172.0,3,1960,11.4,18.3,25.3,1052.65,oil,3
26740,26740,2012,1.0,factory,788.0,4,117.0,6,1998,9.0,16.0,20.5,4170.1,elec,1
26741,26741,2007,12.0,office,279.0,6,12.0,18,1945,7.8,14.7,21.2,6187.1,elec,1
26742,26742,2011,9.0,factory,407.0,4,-7.0,4,1979,21.6,26.6,30.6,757.02,gas,2
26743,26743,2010,5.0,commercial,254.0,1,337.0,3,1963,23.9,29.0,36.0,4851.541864684603,gas,2
26744,26744,2010,4.0,education,411.0,4,172.0,2,1949,19.4,27.1,33.0,550.41,gas,2
26745,26745,2005,6.0,commercial,803.0,6,203.0,4,1964,25.9,30.3,36.3,4384.38,oil,3
26746,26746,2006,3.0,residential,233.0,7,51.0,12,1949,16.4,22.7,28.2,2442.57,oil,3
26747,26747,2006,6.0,education,173.0,6,51.0,6,1999,24.1,29.6,37.1,810.89,gas,2
26748,26748,2006,3.0,commercial,656.6619098651926,2,-7.0,5,1981,15.4,24.1,29.1,2626.01,elec,1
26749,26749,2006,7.0,residential,350.0,3,19.0,22,1963,21.4,31.1,36.9,6081.08,oil,3
26750,26750,2009,1.0,office,1260.0,6,55.0,4,1937,7.1,15.4,21.0,6773.76,elec,1
26751,26751,2006,1.0,residential,163.0,1,12.0,21,1989,6.5,14.8,19.7,3105.35,elec,1
26752,26752,2011,12.0,office,1210.0,1,117.0,7,2004,9.1,14.5,21.4,10731.43,oil,3
26753,26753,2006,11.0,office,1210.0,1,117.0,7,2004,11.6,19.3,25.3,9012.08,elec,1
26754,26754,2008,4.0,commercial,1003.0,4,-7.0,6,1994,21.5,27.6,36.1,6268.35,gas,2
26755,26755,2012,11.0,commercial,213.0,1,172.0,3,1960,15.4,19.6,26.6,611.5,gas,2
26756,26756,2007,1.0,commercial,230.0,6,203.0,4,1967,8.6,14.1,18.0,1598.88,oil,3
26757,26757,2009,10.0,office,1296.0,3,12.0,20,2008,16.5,24.1,31.7,19060.14,oil,3
26758,26758,2006,3.0,commercial,547.0,7,203.0,1,1979,16.3,23.4,28.5,906.55,oil,3
26759,26759,2011,1.0,education,420.0,1,12.0,6,1925,8.0,15.0,21.8,3980.93,oil,3
26760,26760,2012,10.0,commercial,622.0,3,51.0,1,1966,18.5,24.0,29.5,51.02,gas,2
26761,26761,2011,9.0,education,349.0,1,55.0,3,2003,20.1,26.9,33.7,930.99,oil,3
26762,26762,2014,10.0,commercial,360.0,3,12.0,3,1948,16.1,23.2,30.3,1603.55,oil,3
26763,26763,2005,5.0,commercial,442.0,1,172.0,5,1953,24.2,29.3,35.2,2215.61,gas,2
26764,26764,2006,11.0,office,968.0,3,-7.0,3,1965,10.6,18.3,24.0,2854.87,oil,3
26765,26765,2007,9.0,commercial,232.0,5,172.0,3,1976,19.7,26.4,33.7,1042.76,elec,1
26766,26766,2013,7.0,commercial,239.0,7,117.0,6,1959,23.2,30.3,35.8,1145.14,gas,2
26767,26767,2010,12.0,residential,293.0,8,172.0,28,1972,7.2,15.2,23.5,8290.09,oil,3
26768,26768,2006,2.0,commercial,339.0,1,12.0,1,1926,10.9,19.4,26.4,569.83,oil,3
26769,26769,2013,5.0,factory,342.0,4,172.0,2,1984,22.9,29.2,35.0,633.45,elec,1
26770,26770,2007,4.0,residential,530.0,3,19.0,17,2007,20.3,26.7,31.0,5977.14,oil,3
26771,26771,2006,7.0,education,837.0,5,203.0,3,1934,24.2,30.2,36.4,2351.47,oil,3
26772,26772,2007,7.0,office,601.0,1,19.0,15,1934,21.2,30.0,34.3,9141.21,oil,3
26773,26773,2009,5.0,office,479.0,1,203.0,27,1973,22.9,28.2,34.9,8419.38,gas,2
26774,26774,2005,4.0,commercial,203.0,6,117.0,4,1953,22.9,26.8,32.9,1273.22,elec,1
26775,26775,2013,10.0,office,373.0,8,203.0,16,1940,16.3,22.9,28.9,7763.65,elec,1
26776,26776,2010,3.0,commercial,1029.0,5,117.0,4,1956,17.7,23.7,31.8,6753.99,elec,1
26777,26777,2014,1.0,residential,244.0,6,117.0,23,1994,8.8,15.0,,3444.65,gas,2
26778,26778,2010,4.0,commercial,1105.0,7,117.0,6,1966,19.9,27.2,31.5,11357.46,elec,1
26779,26779,2008,10.0,commercial,1128.0,6,172.0,1,2008,20.1,24.6,29.1,1503.4,elec,1
26780,26780,2012,12.0,education,493.0,2,51.0,2,1993,8.9,15.3,22.6,1311.93,elec,1
26781,26781,2005,4.0,commercial,179.0,3,12.0,7,1978,20.5,26.4,32.0,1079.89,elec,1
26782,26782,2014,6.0,commercial,656.6619098651926,6,203.0,6,1925,23.2,29.6,33.7,2265.48,gas,2
26783,26783,2006,11.0,commercial,437.0,1,-7.0,3,1960,13.2,19.5,24.3,1374.07,gas,2
26784,26784,2014,9.0,commercial,367.0,2,-7.0,6,1974,17.1,26.8,33.3,1892.22,gas,2
26785,26785,2010,11.0,education,565.0,5,117.0,5,2006,13.2,19.2,24.4,3074.93,gas,2
26786,26786,2005,8.0,factory,368.0,7,-7.0,1,1932,26.1,30.1,34.7,242.19,oil,3
