measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
32127,2008,7.0,education,156.0,3,-7.0,3,1978,25.9,30.0,34.6,335.11,oil
32128,2014,1.0,factory,243.0,8,19.0,2,1983,8.5,14.2,20.2,162.71,gas
32129,2013,12.0,commercial,448.0,1,-7.0,6,1987,3.8,14.5,21.6,5023.76,oil
32130,2012,8.0,education,256.0,7,37.0,2,1946,20.3,28.8,,658.94,oil
32131,2007,6.0,commercial,339.0,1,37.0,4,2009,21.5,29.8,34.3,1359.44,gas
32132,2008,11.0,factory,349.0,6,172.0,3,1958,12.4,18.7,25.8,584.23,gas
32133,2011,4.0,education,585.0,8,12.0,3,1924,19.4,,31.3,1034.13,gas
32134,2005,10.0,commercial,975.0,2,12.0,3,1994,19.3,24.2,30.3,3072.07,gas
32135,2013,1.0,office,356.0,1,55.0,25,1952,6.9,15.4,24.4,5793.9,gas
32136,2009,2.0,factory,923.0,8,12.0,3,1975,11.6,20.0,27.9,3171.45,elec
32137,2011,11.0,residential,591.0,5,-7.0,20,1964,13.9,19.5,27.1,10526.51,gas
32138,2006,12.0,commercial,435.0,6,203.0,6,1925,8.5,14.7,19.4,4361.25,oil
32139,2011,1.0,office,741.0,2,55.0,9,2004,9.5,15.1,21.1,11776.45,oil
32140,2013,3.0,residential,982.0,8,55.0,28,1959,15.6,23.8,29.3,12151.47,gas
32141,2006,9.0,factory,379.0,2,117.0,1,1973,18.3,27.0,32.9,350.2,elec
32142,2014,1.0,commercial,1869.0,5,117.0,4,1987,7.7,15.9,22.9,,oil
32143,2013,10.0,commercial,844.0,3,-7.0,2,1996,16.4,22.9,28.7,131.87,gas
32144,2005,7.0,commercial,260.0,4,117.0,4,2009,26.1,31.2,40.0,947.86,gas
32145,2006,2.0,commercial,844.0,3,-7.0,2,1996,13.0,19.9,25.9,145.05,gas
32146,2009,1.0,commercial,429.0,8,51.0,1,1963,8.4,14.4,20.9,815.28,elec
32147,2012,5.0,commercial,305.0,2,55.0,4,1997,21.3,,35.0,,elec
32148,2008,11.0,education,388.0,4,172.0,2,1936,9.7,19.3,26.4,1204.6,elec
32149,2012,10.0,education,812.0,7,337.0,3,2008,14.1,23.4,30.9,3790.09,oil
32150,2010,12.0,commercial,551.0,1,203.0,3,1927,9.6,14.8,21.8,1732.53,gas
32151,2011,12.0,office,601.0,1,19.0,15,1934,9.9,15.1,24.9,10096.8,elec
32152,2005,2.0,office,460.0,3,12.0,16,1981,12.4,19.5,24.0,431.22,gas
32153,2008,11.0,education,1107.0,4,203.0,4,1927,11.2,19.2,26.0,3623.88,gas
32154,2009,11.0,factory,218.0,3,203.0,1,1971,14.6,19.8,25.3,9.58,gas
32155,2013,8.0,commercial,388.0,4,37.0,3,1970,23.3,29.9,36.5,1161.9,gas
32156,2010,5.0,education,529.0,1,55.0,4,1974,21.0,29.4,38.4,2701.71,elec
32157,2006,3.0,education,222.0,4,117.0,2,1982,19.8,24.0,28.8,330.34,gas
32158,2014,1.0,education,529.0,1,55.0,4,1974,8.4,14.6,22.0,3388.47,oil
32159,2013,7.0,residential,464.0,3,12.0,3,2001,23.9,30.7,38.1,80.39,gas
32160,2006,11.0,residential,594.0,8,337.0,26,1994,11.1,18.7,24.5,,oil
32161,2011,4.0,commercial,378.0,3,117.0,5,1922,21.9,26.5,30.8,2933.88,elec
32162,2007,9.0,education,403.0,5,337.0,6,1954,22.7,27.9,32.8,2512.29,gas
32163,2012,7.0,education,439.0,1,19.0,6,1989,25.5,29.3,35.5,3540.1,elec
32164,2006,5.0,commercial,448.0,1,-7.0,6,1987,22.4,29.4,37.6,3228.83,oil
32165,2006,7.0,commercial,360.0,3,12.0,3,1948,22.5,30.5,36.4,1828.92,elec
32166,2012,12.0,office,430.0,6,55.0,14,2001,8.6,15.7,21.9,3545.78,gas
32167,2008,12.0,commercial,388.0,4,37.0,3,1970,6.5,15.0,23.1,1010.35,gas
32168,2007,2.0,commercial,1869.0,5,117.0,4,1987,12.7,19.5,24.7,9493.65,gas
32169,2014,2.0,education,508.0,2,19.0,3,2006,13.0,19.3,25.1,2367.0,oil
32170,2007,5.0,residential,464.0,3,12.0,3,2001,22.7,29.9,36.7,1389.1,elec
32171,2010,2.0,residential,177.0,5,337.0,25,1947,12.8,18.7,23.7,3612.37,gas
32172,2011,6.0,factory,520.0,7,117.0,2,1964,25.4,31.2,37.1,639.56,gas
32173,2012,1.0,factory,379.0,2,117.0,1,1973,8.7,14.5,19.7,193.86,gas
32174,2013,2.0,education,351.0,6,117.0,1,1979,11.2,19.6,25.2,261.14,gas
32175,2008,11.0,,1210.0,1,117.0,7,2004,13.2,18.9,24.7,7853.6,oil
32176,2010,5.0,commercial,317.0,8,51.0,2,1976,20.0,28.1,33.7,761.56,oil
32177,2007,6.0,office,460.0,3,12.0,16,1981,24.4,31.1,36.1,7789.82,elec
32178,2008,6.0,office,557.0,6,37.0,7,1925,26.5,31.0,36.3,2538.25,gas
32179,2005,9.0,education,425.0,5,-7.0,4,1932,19.2,,32.0,1730.43,oil
32180,2014,12.0,education,812.0,7,337.0,3,2008,6.9,15.3,23.0,4654.39,oil
32181,2012,12.0,education,857.0,8,37.0,6,1966,7.8,15.3,21.7,2892.19,gas
32182,2010,4.0,education,837.0,5,203.0,3,1934,21.0,26.8,,1942.52,oil
32183,2008,10.0,office,1418.0,5,12.0,20,1964,14.8,23.8,30.3,22216.37,gas
32184,2009,4.0,factory,243.0,8,19.0,2,1983,20.7,26.1,31.5,203.39,gas
32185,2007,3.0,education,256.0,7,37.0,2,1946,18.9,24.0,30.1,619.56,oil
32186,2010,4.0,residential,591.0,5,-7.0,20,1964,20.8,27.2,,10526.51,gas
32187,2007,10.0,commercial,357.0,7,337.0,6,1921,18.0,22.9,29.7,2245.05,gas
32188,2006,12.0,residential,800.0,7,203.0,2,1978,7.9,15.0,23.9,2040.19,elec
32189,2006,5.0,residential,1024.0,6,203.0,23,1967,21.6,30.0,36.6,27301.48,elec
32190,2009,7.0,education,,1,337.0,2,1946,24.5,30.2,36.9,1610.11,elec
32191,2013,2.0,office,487.0,1,51.0,2,1934,14.0,19.6,29.4,1100.19,oil
32192,2010,11.0,residential,800.0,7,203.0,2,1978,13.3,19.4,25.1,1693.08,oil
32193,2008,3.0,commercial,624.0,6,55.0,6,1978,17.8,22.5,29.5,3249.79,gas
32194,2007,11.0,residential,317.0,6,203.0,28,1999,14.3,20.1,27.4,4952.81,gas
32195,2009,6.0,,1296.0,3,12.0,20,2008,19.5,29.7,35.5,26097.38,oil
32196,2014,9.0,education,565.0,5,117.0,5,2006,18.5,26.5,31.1,2655.62,gas
32197,2014,4.0,,323.0,5,117.0,3,1963,21.8,26.5,33.2,468.51,oil
32198,2013,6.0,education,837.0,5,203.0,3,1934,23.0,30.4,34.3,2917.5,elec
32199,2009,6.0,education,457.0,4,37.0,6,1961,22.4,30.0,36.3,4256.46,elec
32200,2008,4.0,education,488.0,6,172.0,4,2006,23.2,27.5,33.2,2623.49,elec
32201,2010,12.0,office,225.0,6,19.0,23,1946,6.8,14.7,24.5,3850.2,gas
32202,2014,12.0,education,403.0,5,337.0,6,1954,6.7,14.9,20.1,2273.03,gas
32203,2009,9.0,office,582.0,4,37.0,3,1975,21.3,27.9,34.1,1715.97,oil
32204,2012,2.0,residential,258.0,3,51.0,9,1962,14.2,19.7,25.8,2107.11,oil
32205,2009,5.0,education,337.0,8,203.0,1,1940,22.2,27.7,33.3,189.55,gas
32206,2012,3.0,office,1249.0,6,12.0,9,1940,15.9,23.6,28.8,7317.89,gas
32207,2007,5.0,residential,317.0,6,203.0,28,1999,24.0,28.8,37.1,6542.5,oil
32208,2014,7.0,factory,243.0,8,19.0,2,1983,25.1,31.0,36.8,170.85,gas
32209,2008,6.0,office,1084.0,8,19.0,24,1924,25.6,30.0,36.2,11613.54,gas
32210,2014,9.0,factory,407.0,4,-7.0,4,1979,20.3,26.6,31.4,1364.1,elec
32211,2012,5.0,office,623.0,2,172.0,8,1974,23.4,29.2,,4490.09,oil
32212,2010,8.0,office,,6,117.0,9,1990,23.7,29.7,35.6,2427.3,gas
32213,2013,8.0,commercial,551.0,1,203.0,3,1927,23.9,29.6,34.8,1506.54,gas
32214,2008,3.0,education,1919.0,3,37.0,6,1962,16.9,23.8,29.3,14623.7,elec
32215,2005,3.0,commercial,425.0,8,117.0,3,1956,19.2,23.3,30.0,2120.15,elec
32216,2012,11.0,education,254.0,1,337.0,3,1963,13.0,19.8,23.5,565.51,gas
32217,2006,10.0,office,331.0,1,55.0,19,1964,17.6,23.6,30.6,7748.05,elec
32218,2009,10.0,education,647.0,7,51.0,6,1995,20.2,24.7,32.8,3321.44,gas
32219,2010,11.0,commercial,575.0,6,19.0,5,1979,13.6,19.8,25.5,2745.05,gas
32220,2011,10.0,education,1919.0,3,37.0,6,1962,17.9,24.0,28.8,10493.29,oil
32221,2006,9.0,office,331.0,1,55.0,19,1964,21.0,26.8,34.0,8100.23,elec
32222,2013,12.0,education,812.0,7,337.0,3,2008,7.0,14.5,18.8,5238.81,oil
32223,2010,10.0,residential,648.0,8,172.0,29,1937,19.0,24.0,29.7,7172.38,gas
32224,2010,6.0,residential,954.0,8,117.0,27,1943,24.7,30.5,34.6,34090.82,elec
32225,2006,2.0,commercial,429.0,8,51.0,1,1963,15.2,19.8,25.6,645.43,elec
32226,2009,3.0,commercial,439.0,3,19.0,5,1958,17.8,23.5,30.3,2190.04,oil
32227,2007,12.0,,525.0,8,117.0,1,1993,7.0,13.6,20.7,712.66,elec
32228,2006,8.0,factory,987.0,5,203.0,2,1934,24.0,29.5,37.1,904.2,oil
32229,2008,1.0,education,545.0,5,19.0,4,2002,8.4,13.9,19.6,2049.3,gas
32230,2013,4.0,factory,2362.0,6,117.0,6,2007,22.2,26.9,34.1,14285.38,elec
32231,2012,2.0,education,451.0,1,337.0,5,1993,11.5,20.1,26.4,,oil
32232,2008,6.0,office,423.0,7,37.0,4,1991,22.3,29.9,36.8,2288.26,elec
32233,2008,9.0,office,943.0,8,37.0,7,1925,17.9,26.1,31.9,8960.46,elec
32234,2010,7.0,commercial,558.0,2,117.0,3,1938,23.7,30.6,36.5,2742.95,elec
32235,2010,5.0,,549.0,8,19.0,3,1972,23.3,29.2,33.7,1413.13,oil
32236,2009,3.0,commercial,657.0,5,337.0,1,1964,18.6,23.7,,796.39,gas
32237,2009,5.0,commercial,290.0,2,51.0,4,2003,24.0,29.5,35.1,2300.88,elec
32238,2014,9.0,commercial,290.0,2,-7.0,5,1981,19.9,26.6,33.5,1799.8,gas
32239,2009,5.0,office,279.0,6,12.0,18,1945,21.9,28.9,35.5,6749.57,elec
32240,2013,11.0,education,1114.0,4,51.0,4,1924,14.7,19.9,26.8,6194.6,oil
32241,2005,12.0,education,337.0,8,203.0,1,1940,11.1,15.1,20.3,207.6,gas
32242,2006,12.0,office,956.0,2,51.0,13,2002,9.4,14.5,19.1,18373.56,elec
32243,2012,4.0,education,545.0,5,19.0,4,2002,19.7,26.9,34.0,1925.31,oil
32244,2010,1.0,commercial,624.0,6,55.0,6,1978,8.1,15.4,22.2,5283.53,elec
32245,2005,8.0,residential,,3,19.0,17,2007,23.2,29.1,39.4,6546.4,oil
32246,2009,8.0,education,545.0,5,19.0,4,2002,21.7,29.2,37.4,2799.54,elec
32247,2013,9.0,factory,953.0,2,-7.0,1,1982,15.6,27.4,33.1,511.83,gas
32248,2011,3.0,commercial,547.0,6,37.0,5,1992,17.3,23.0,29.6,3525.41,oil
32249,2011,4.0,,1869.0,5,117.0,4,1987,17.2,27.3,38.6,12267.46,elec
32250,2008,6.0,factory,452.0,5,-7.0,2,1939,18.9,30.3,38.5,559.08,gas
32251,2008,4.0,commercial,524.0,6,117.0,3,1929,21.1,26.4,33.0,2711.39,elec
32252,2011,4.0,office,1210.0,1,117.0,7,2004,20.5,27.3,34.9,5513.97,gas
32253,2011,4.0,commercial,657.0,6,-7.0,1,1963,20.1,27.6,33.3,896.8,oil
32254,2011,10.0,residential,464.0,3,12.0,3,2001,17.4,23.4,28.5,1172.94,oil
32255,2014,3.0,education,488.0,6,172.0,4,2006,17.2,24.0,32.7,1815.36,gas
32256,2010,4.0,factory,1515.0,3,117.0,6,1934,19.8,26.4,34.4,6872.04,elec
32257,2009,9.0,factory,595.0,7,37.0,1,1999,22.2,26.2,32.8,546.03,elec
32258,2010,11.0,residential,594.0,8,337.0,26,1994,12.1,19.8,28.0,17295.55,elec
32259,2014,6.0,factory,595.0,7,37.0,1,1999,25.5,30.9,38.3,718.46,elec
32260,2008,11.0,factory,641.0,6,337.0,5,1963,14.3,19.1,24.4,2557.59,elec
32261,2010,2.0,residential,982.0,8,55.0,28,1959,13.9,19.1,22.6,9942.11,gas
32262,2012,4.0,residential,1024.0,6,203.0,23,1967,19.0,27.5,38.5,28488.5,elec
32263,2013,4.0,factory,268.0,8,37.0,2,1963,23.3,27.2,31.8,179.45,gas
32264,2007,5.0,education,451.0,5,203.0,4,1978,23.4,30.1,34.7,,oil
32265,2013,11.0,residential,233.0,7,51.0,12,1949,10.1,19.8,26.9,1704.48,gas
32266,2009,6.0,commercial,854.0,4,337.0,1,1936,23.9,30.9,36.9,979.2,oil
32267,2006,6.0,residential,648.0,8,172.0,29,1937,25.0,30.8,37.7,7172.38,gas
32268,2008,11.0,education,411.0,4,172.0,2,1949,15.2,20.3,24.7,611.57,gas
32269,2008,5.0,office,659.0,7,117.0,22,1920,22.1,29.1,35.1,21474.44,elec
32270,2007,10.0,factory,1005.0,4,172.0,6,1953,16.5,,27.4,3703.93,oil
32271,2008,9.0,commercial,558.0,2,117.0,3,1938,20.6,,33.2,1758.17,gas
32272,2013,7.0,office,1418.0,5,12.0,20,1964,25.1,29.6,36.7,36130.64,elec
32273,2007,12.0,factory,287.0,8,203.0,5,1923,8.9,15.5,22.0,1353.86,oil
32274,2011,1.0,education,429.0,5,37.0,5,1994,9.9,15.5,22.9,1804.14,gas
32275,2011,9.0,factory,368.0,7,-7.0,1,1932,20.6,27.5,32.3,216.47,gas
32276,2010,4.0,office,804.0,1,337.0,18,1995,20.5,26.4,32.6,9892.34,gas
32277,2013,1.0,commercial,203.0,6,117.0,4,1953,8.1,14.9,22.6,1526.73,oil
32278,2010,4.0,education,857.0,8,37.0,6,1966,19.5,27.0,36.4,2892.19,gas
32279,2007,7.0,,3888.0,8,172.0,1,1963,22.6,31.3,37.2,,elec
32280,2007,10.0,residential,179.0,3,12.0,7,1978,19.0,23.4,29.0,72.36,gas
32281,2014,5.0,residential,258.0,3,51.0,9,1962,23.2,28.3,34.0,1895.87,elec
32282,2006,8.0,office,843.0,4,203.0,4,1941,22.7,,36.0,4758.57,elec
32283,2011,9.0,education,565.0,5,117.0,5,2006,22.7,27.3,34.5,3455.09,elec
32284,2009,11.0,education,488.0,6,172.0,4,2006,15.1,19.1,,2318.28,oil
32285,2014,7.0,education,,3,-7.0,3,1978,26.0,,35.9,32.9,gas
32286,2011,3.0,factory,379.0,2,117.0,1,1973,16.6,23.9,31.1,184.17,gas
32287,2011,12.0,residential,1024.0,6,203.0,23,1967,7.4,14.8,19.1,28038.34,oil
32288,2013,3.0,factory,287.0,8,203.0,5,1923,18.2,24.1,30.4,1278.33,elec
32289,2008,8.0,commercial,1029.0,5,117.0,4,1956,22.0,28.5,33.4,5226.84,gas
32290,2009,1.0,commercial,1003.0,4,-7.0,6,1994,8.8,15.7,23.1,10898.84,elec
32291,2009,12.0,office,601.0,1,19.0,15,1934,8.3,15.4,24.5,7042.52,gas
32292,2012,2.0,commercial,157.0,6,12.0,3,1921,13.8,19.5,26.1,738.53,elec
32293,2010,7.0,commercial,589.0,2,12.0,2,1956,21.1,30.0,35.6,2438.18,elec
32294,2009,6.0,factory,243.0,8,19.0,2,1983,22.2,29.8,36.2,170.85,gas
32295,2011,10.0,office,1084.0,8,19.0,24,1924,18.8,24.2,28.2,23016.75,oil
32296,2013,11.0,commercial,301.0,7,12.0,2,1920,9.7,19.7,27.6,1194.08,elec
32297,2005,10.0,office,172.0,1,19.0,23,1947,17.1,23.5,,2961.66,gas
32298,2012,1.0,education,,4,55.0,5,1979,9.0,14.7,20.0,2038.28,oil
32299,2013,10.0,factory,218.0,3,203.0,1,1971,17.5,23.8,29.1,129.84,oil
32300,2011,6.0,factory,371.0,5,-7.0,6,1953,25.8,30.2,35.1,1956.79,elec
32301,2014,3.0,education,861.0,7,19.0,5,2003,17.3,24.2,31.7,6986.5,elec
32302,2013,10.0,commercial,312.0,4,172.0,3,1959,20.1,24.3,29.8,893.69,gas
32303,2013,1.0,education,812.0,7,337.0,3,2008,6.8,14.9,22.5,3953.34,elec
32304,2014,5.0,factory,306.0,6,337.0,5,1989,21.1,29.0,33.6,1542.24,elec
32305,2005,4.0,office,1418.0,5,12.0,20,1964,20.9,27.7,34.2,25018.62,oil
32306,2007,11.0,commercial,635.0,2,12.0,5,2008,13.4,20.5,25.9,5923.61,oil
32307,2011,8.0,,320.0,8,37.0,3,1990,22.5,28.3,33.3,369.62,gas
32308,2012,11.0,residential,686.0,3,172.0,18,1950,13.8,20.4,28.6,10081.9,elec
32309,2007,5.0,office,479.0,1,203.0,27,1973,22.2,29.8,36.9,9078.97,oil
32310,2008,9.0,education,471.0,8,117.0,3,2001,21.1,26.1,32.4,2013.97,elec
32311,2014,11.0,commercial,323.0,1,117.0,5,1927,9.4,18.7,28.4,1839.89,gas
32312,2009,10.0,commercial,539.0,6,172.0,4,2009,18.4,23.5,29.7,3023.58,oil
32313,2010,2.0,education,565.0,5,117.0,5,2006,13.6,19.4,25.5,3455.09,elec
32314,2013,5.0,factory,923.0,8,12.0,3,1975,24.5,29.1,34.4,2584.14,elec
32315,2014,5.0,education,812.0,7,337.0,3,2008,24.4,29.2,,4518.1,elec
32316,2010,1.0,commercial,437.0,1,-7.0,3,1960,8.5,15.5,,2300.03,oil
32317,2007,10.0,education,608.0,1,203.0,6,1950,19.4,23.5,29.3,4167.48,elec
32318,2006,4.0,commercial,334.0,8,37.0,4,2001,21.1,26.4,35.3,2433.17,elec
32319,2013,1.0,residential,661.0,5,-7.0,12,1938,8.8,15.8,22.7,6475.32,gas
32320,2011,5.0,office,439.0,8,117.0,9,1987,23.9,29.1,35.5,1763.73,gas
32321,2012,7.0,commercial,1003.0,4,-7.0,6,1994,25.2,30.9,36.8,4701.26,gas
32322,2006,10.0,residential,163.0,1,12.0,21,1989,15.5,23.9,29.6,3361.72,oil
32323,2007,8.0,commercial,339.0,1,12.0,1,1926,21.2,29.4,37.4,339.86,gas
32324,2007,6.0,factory,368.0,7,-7.0,1,1932,22.3,30.1,37.0,157.43,gas
32325,2010,3.0,residential,293.0,8,172.0,28,1972,17.0,23.9,31.2,5958.19,oil
32326,2013,2.0,commercial,596.0,1,337.0,6,1984,13.9,18.6,24.0,2933.25,gas
32327,2013,4.0,education,222.0,4,117.0,2,1982,18.2,26.8,34.6,,elec
32328,2014,4.0,office,373.0,8,203.0,16,1940,22.2,28.3,33.2,3196.94,gas
32329,2006,5.0,education,187.0,1,172.0,4,2002,26.0,29.5,35.2,630.12,oil
32330,2013,3.0,factory,625.0,2,51.0,1,1975,17.1,23.2,30.3,507.18,oil
32331,2005,2.0,residential,679.0,2,37.0,4,1987,11.2,19.6,24.9,3162.08,elec
32332,2012,2.0,commercial,776.0,7,117.0,3,2002,14.5,19.9,27.5,2091.43,gas
32333,2005,8.0,office,956.0,2,51.0,13,2002,22.8,29.6,39.2,9596.9,oil
32334,2014,6.0,office,649.0,3,172.0,9,2008,22.7,29.4,38.9,,oil
32335,2010,2.0,commercial,439.0,3,19.0,5,1958,14.9,19.0,25.0,3314.5,oil
32336,2011,8.0,education,861.0,7,19.0,5,2003,23.4,30.2,,6547.91,oil
32337,2013,12.0,office,258.0,4,117.0,11,1950,6.8,14.9,23.5,2111.47,gas
32338,2013,3.0,residential,800.0,7,203.0,2,1978,17.9,24.9,30.0,1776.34,oil
32339,2013,3.0,commercial,1105.0,7,117.0,6,1966,16.9,24.1,28.5,,oil
32340,2005,3.0,office,373.0,8,203.0,16,1940,17.9,23.5,28.3,4973.91,oil
32341,2007,2.0,factory,788.0,4,117.0,6,1998,14.6,19.9,28.3,4795.61,elec
32342,2011,3.0,commercial,129.0,1,337.0,2,1952,18.6,23.4,29.8,384.32,elec
32343,2012,9.0,education,254.0,1,337.0,3,1963,21.3,26.2,32.3,595.27,gas
32344,2013,5.0,office,921.0,6,51.0,27,1979,22.2,28.9,35.4,29243.59,elec
32345,2008,6.0,education,2447.0,8,19.0,6,1943,24.1,31.2,38.0,15116.59,oil
32346,2006,8.0,education,427.0,4,55.0,1,1946,25.0,29.7,,662.84,elec
32347,2009,12.0,commercial,588.0,2,12.0,4,1963,5.9,14.2,22.8,4665.24,elec
32348,2007,12.0,commercial,912.0,6,172.0,6,1951,6.0,13.8,20.7,10272.65,oil
32349,2005,3.0,office,1342.0,6,19.0,5,1944,15.1,23.7,28.4,7515.2,elec
32350,2013,9.0,commercial,323.0,1,117.0,5,1927,22.5,27.2,32.2,2204.48,oil
32351,2005,4.0,commercial,372.0,6,55.0,3,1997,21.2,26.8,32.2,1462.41,oil
32352,2010,10.0,commercial,1105.0,7,117.0,6,1966,17.8,23.2,27.8,11479.86,oil
32353,2009,7.0,residential,2730.0,1,-7.0,17,1973,26.6,30.8,,40724.77,oil
32354,2009,1.0,office,429.0,8,203.0,11,1927,5.1,14.0,,2738.53,gas
32355,2011,10.0,education,222.0,4,117.0,2,1982,18.2,24.5,33.4,720.56,elec
32356,2005,8.0,factory,218.0,3,203.0,1,1971,22.1,29.2,34.6,189.53,elec
32357,2010,10.0,commercial,451.0,2,12.0,2,1981,17.4,24.9,31.7,1206.84,oil
32358,2007,2.0,commercial,1105.0,7,117.0,6,1966,11.1,20.2,26.1,5625.36,gas
32359,2008,6.0,residential,163.0,1,12.0,21,1989,25.0,30.4,37.3,2282.8,oil
32360,2013,5.0,factory,349.0,6,172.0,3,1958,23.0,30.2,36.3,535.54,gas
32361,2006,5.0,residential,177.0,5,337.0,25,1947,23.6,29.2,37.4,4269.16,gas
32362,2014,1.0,residential,615.0,2,203.0,7,1961,6.7,15.8,20.6,4534.71,elec
32363,2005,2.0,commercial,547.0,6,37.0,5,1992,10.5,19.0,23.8,4717.33,elec
32364,2011,5.0,commercial,277.0,2,12.0,5,2009,22.6,29.0,33.9,1913.21,oil
32365,2013,4.0,residential,689.0,5,51.0,22,1931,15.9,25.8,33.4,13904.13,elec
32366,2012,9.0,factory,218.0,4,37.0,6,1990,21.5,27.5,34.0,1269.02,elec
32367,2011,2.0,commercial,589.0,2,12.0,2,1956,14.1,19.3,26.2,2541.93,oil
32368,2014,1.0,factory,1272.0,2,19.0,3,1922,7.6,15.6,21.5,2049.48,gas
32369,2011,3.0,factory,1005.0,4,172.0,6,1953,18.2,,27.6,2944.15,gas
32370,2005,8.0,residential,239.0,5,37.0,18,1998,23.7,29.5,36.8,4932.67,elec
32371,2011,10.0,residential,689.0,5,51.0,22,1931,14.8,22.8,29.9,12374.29,gas
32372,2011,11.0,commercial,854.0,4,337.0,1,1936,13.7,19.1,25.6,1476.33,elec
32373,2007,7.0,education,326.0,7,12.0,5,1983,22.4,30.3,37.1,1603.82,gas
32374,2008,12.0,factory,1272.0,2,19.0,3,1922,9.3,14.5,22.5,3895.43,oil
32375,2006,4.0,residential,1172.0,8,12.0,2,1997,20.7,26.5,30.9,988.81,gas
32376,2007,4.0,education,1107.0,4,203.0,4,1927,18.9,25.8,32.8,3459.15,gas
32377,2009,6.0,education,814.0,1,55.0,5,1935,24.1,30.7,36.6,7111.1,elec
32378,2011,2.0,education,812.0,7,337.0,3,2008,13.1,19.3,26.4,4329.84,elec
32379,2009,3.0,residential,954.0,8,117.0,27,1943,17.2,23.9,31.4,28846.08,elec
32380,2006,11.0,factory,218.0,4,37.0,6,1990,12.5,18.3,26.8,1478.45,oil
32381,2014,9.0,education,326.0,7,12.0,5,1983,22.6,27.2,31.2,1716.39,oil
32382,2009,3.0,office,1122.0,6,37.0,27,1958,16.3,24.7,30.9,37322.21,elec
32383,2006,1.0,commercial,429.0,8,51.0,1,1963,6.5,14.3,22.7,645.43,elec
32384,2007,9.0,commercial,1178.0,4,117.0,3,1930,19.1,26.2,32.3,3987.77,gas
32385,2014,4.0,residential,1186.0,3,117.0,5,1999,19.2,,33.2,3685.88,oil
32386,2006,11.0,commercial,1707.0,4,172.0,6,2006,10.4,19.5,24.9,16129.67,oil
32387,2013,8.0,education,599.0,1,337.0,2,1946,22.8,29.6,34.7,1610.11,elec
32388,2011,4.0,commercial,230.0,6,203.0,4,1967,20.0,25.8,31.0,1155.34,oil
32389,2006,8.0,commercial,351.0,3,203.0,5,1946,22.1,28.8,35.8,2156.02,oil
32390,2009,6.0,commercial,339.0,1,37.0,4,2009,23.8,30.6,38.7,1807.28,elec
32391,2007,7.0,office,487.0,1,51.0,2,1934,26.2,30.5,34.1,873.68,oil
32392,2006,1.0,education,508.0,2,19.0,3,2006,7.6,14.2,22.9,2478.39,elec
32393,2009,1.0,education,911.0,5,172.0,1,1986,8.1,15.3,23.1,1211.69,oil
32394,2005,1.0,office,493.0,1,51.0,28,1995,10.6,16.1,,8537.08,gas
32395,2007,2.0,education,173.0,6,51.0,6,1999,14.3,19.3,25.6,1743.84,elec
32396,2006,6.0,education,411.0,4,172.0,2,1949,25.6,30.2,35.8,672.72,gas
32397,2012,11.0,education,320.0,2,203.0,5,1944,14.5,19.9,25.3,2298.23,oil
32398,2010,12.0,education,425.0,5,-7.0,4,1932,8.5,15.4,20.4,2394.57,oil
32399,2007,8.0,office,956.0,2,51.0,13,2002,22.1,28.4,38.4,11729.55,oil
32400,2007,9.0,office,1084.0,8,19.0,24,1924,18.6,26.7,32.3,11032.87,gas
32401,2010,7.0,factory,625.0,2,51.0,1,1975,27.0,30.7,37.4,367.64,gas
32402,2010,12.0,residential,179.0,3,12.0,7,1978,7.2,14.2,19.9,1333.13,oil
32403,2011,6.0,factory,819.0,3,37.0,6,2006,24.2,30.8,37.0,185.09,gas
32404,2009,5.0,commercial,451.0,2,12.0,2,1981,23.8,29.9,34.8,1866.92,elec
32405,2012,9.0,commercial,372.0,6,55.0,3,1997,20.1,27.5,33.4,774.95,gas
32406,2008,12.0,office,1122.0,6,37.0,27,1958,8.6,15.4,19.8,35233.68,oil
32407,2005,8.0,commercial,357.0,7,337.0,6,1921,25.4,29.4,35.1,4634.95,elec
32408,2010,9.0,factory,923.0,8,12.0,3,1975,21.9,27.0,32.4,2936.52,elec
32409,2012,3.0,factory,240.0,3,37.0,5,1957,18.0,24.1,31.1,50.22,gas
32410,2005,4.0,factory,3888.0,8,172.0,1,1963,20.5,26.6,32.3,3793.37,elec
32411,2008,10.0,education,812.0,7,337.0,3,2008,17.0,23.4,29.5,3370.98,oil
32412,2005,1.0,office,439.0,8,117.0,9,1987,9.8,15.4,21.4,5350.59,oil
32413,2012,3.0,education,1862.0,8,19.0,6,1945,17.4,23.5,29.7,18198.38,elec
32414,2008,1.0,factory,240.0,3,37.0,5,1957,7.1,14.3,18.2,861.84,elec
32415,2008,11.0,education,301.0,4,19.0,6,1937,13.4,18.7,26.0,2699.15,oil
32416,2010,4.0,commercial,635.0,2,12.0,5,2008,20.2,26.3,31.2,4385.88,oil
32417,2012,4.0,office,741.0,2,55.0,9,2004,20.0,26.5,32.6,4548.26,gas
32418,2006,1.0,office,176.0,6,55.0,24,1972,6.0,14.0,21.0,5922.42,oil
32419,2008,11.0,factory,833.0,2,117.0,4,1935,11.8,18.7,24.8,3694.52,elec
32420,2010,1.0,,306.0,6,337.0,5,1989,6.6,14.9,23.4,1632.26,oil
