,measure,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
33380,33380,2014,3.0,factory,923.0,8,12.0,3,1975,18.3,834.36,834.36,834.36,2
33381,33381,2009,3.0,education,299.0,6,37.0,5,1936,16.1,1908.82,1908.82,1908.82,1
33382,33382,2014,1.0,commercial,371.0,5,-7.0,6,1953,8.3,1948.85,1948.85,1948.85,3
33383,33383,2005,6.0,residential,3228.0,3,-7.0,5,1944,24.4,13177.99,13177.99,13177.99,1
33384,33384,2005,10.0,education,1013.0,4,117.0,6,1977,17.9,6867.98,6867.98,6867.98,3
33385,33385,2010,5.0,commercial,122.0,6,117.0,1,1997,23.5,229.56,229.56,229.56,1
33386,33386,2014,10.0,factory,987.0,5,203.0,2,1934,17.7,1254.68,1254.68,1254.68,3
33387,33387,2011,11.0,education,453.0,5,55.0,2,1937,11.9,986.16,986.16,986.16,2
33388,33388,2010,8.0,commercial,339.0,1,12.0,1,1926,23.9,558.13,558.13,558.13,1
33389,33389,2014,8.0,office,172.0,1,19.0,23,1947,23.6,2961.66,2961.66,2961.66,2
33390,33390,2008,4.0,residential,800.0,7,203.0,2,1978,19.6,1669.25,1669.25,1669.25,1
33391,33391,2012,3.0,education,301.0,4,19.0,6,1937,17.8,2803.49,2803.49,2803.49,1
33392,33392,2011,8.0,education,650.0,1,12.0,2,1999,22.7,1834.56,1834.56,1834.56,1
33393,33393,2011,2.0,education,565.0,5,117.0,5,2006,12.2,3074.93,3074.93,3074.93,2
33394,33394,2007,6.0,education,471.0,8,117.0,3,2001,21.2,756.92,756.92,756.92,2
33395,33395,2014,6.0,office,976.0,3,19.0,26,2001,24.7,19595.35,19595.35,19595.35,3
33396,33396,2007,4.0,education,473.0,2,337.0,5,1995,18.9,3671.24,3671.24,3671.24,1
33397,33397,2008,11.0,office,843.0,4,203.0,4,1941,14.1,3965.47,3965.47,3965.47,1
33398,33398,2014,1.0,education,581.0,7,337.0,5,1984,7.5,5072.1,5072.1,5072.1,3
33399,33399,2010,10.0,education,349.0,1,55.0,3,2003,15.7,1899.68,1899.68,1899.68,1
33400,33400,2013,8.0,education,1114.0,4,51.0,4,1924,22.3,8489.21,8489.21,8489.21,1
33401,33401,2010,1.0,commercial,656.6619098651926,6,172.0,6,1951,5.2,8141.81,8141.81,8141.81,3
33402,33402,2014,8.0,residential,3228.0,3,-7.0,5,1944,22.8,17570.65,17570.65,17570.65,1
33403,33403,2005,6.0,commercial,439.0,3,19.0,5,1958,24.2,3562.22,3562.22,3562.22,1
33404,33404,2013,7.0,residential,594.0,8,337.0,26,1994,25.1,10299.6,10299.6,10299.6,3
33405,33405,2006,4.0,commercial,290.0,2,51.0,4,2003,19.7,1323.72,1323.72,1323.72,3
33406,33406,2005,11.0,office,479.0,1,203.0,27,1973,13.4,15209.21,15209.21,15209.21,1
33407,33407,2012,4.0,residential,317.0,6,203.0,28,1999,20.1,7165.59,7165.59,7165.59,3
33408,33408,2010,7.0,office,1084.0,8,19.0,24,1924,23.8,26486.37,26486.37,26486.37,1
33409,33409,2013,10.0,education,599.0,1,337.0,2,1946,17.6,1851.63,1851.63,1851.63,1
33410,33410,2009,6.0,office,843.0,4,203.0,4,1941,26.6,3590.17,3590.17,3590.17,3
33411,33411,2010,3.0,commercial,547.0,2,172.0,1,1923,15.9,1084.99,1084.99,1084.99,1
33412,33412,2008,10.0,education,451.0,1,337.0,5,1993,17.9,3485.33,3485.33,3485.33,1
33413,33413,2010,10.0,education,2447.0,8,19.0,6,1943,14.9,14733.86,14733.86,14733.86,3
33414,33414,2007,11.0,factory,579.0,7,337.0,1,1929,11.8,309.62,309.62,309.62,2
33415,33415,2006,11.0,commercial,425.0,8,117.0,3,1956,12.9,2019.19,2019.19,2019.19,1
33416,33416,2010,3.0,commercial,339.0,1,12.0,1,1926,14.2,389.88,389.88,389.88,3
33417,33417,2012,4.0,education,471.0,8,117.0,3,2001,22.2,1520.95,1520.95,1520.95,3
33418,33418,2005,11.0,office,258.0,4,117.0,11,1950,13.4,3617.92,3617.92,3617.92,3
33419,33419,2008,6.0,residential,1172.0,8,12.0,2,1997,25.1,2625.02,2625.02,2625.02,1
33420,33420,2007,6.0,commercial,1571.0,5,-7.0,6,1990,26.3,13058.1,13058.1,13058.1,2
33421,33421,2005,3.0,commercial,239.0,7,117.0,6,1959,15.9,2715.08,2715.08,2715.08,1
33422,33422,2013,8.0,residential,313.0,3,-7.0,7,1978,22.9,1591.91,1591.91,1591.91,3
33423,33423,2006,4.0,commercial,5947.0,6,12.0,2,1996,20.5,9807.79,9807.79,9807.79,2
33424,33424,2009,9.0,commercial,1178.0,4,117.0,3,1930,19.0,6691.13,6691.13,6691.13,1
33425,33425,2010,4.0,office,429.0,8,203.0,11,1927,16.1,5338.13,5338.13,5338.13,1
33426,33426,2006,11.0,education,650.0,1,12.0,2,1999,14.1,1572.96,1572.96,1572.96,3
33427,33427,2008,9.0,factory,1515.0,3,117.0,6,1934,19.0,5025.18,5025.18,5025.18,3
33428,33428,2008,11.0,residential,1172.0,8,12.0,2,1997,13.6,4851.541864684603,4851.541864684603,4851.541864684603,1
33429,33429,2012,1.0,education,338.0,4,117.0,5,2007,6.1,1257.36,1257.36,1257.36,2
33430,33430,2006,8.0,residential,2730.0,1,-7.0,17,1973,24.2,25832.04,25832.04,25832.04,2
33431,33431,2010,8.0,education,451.0,1,337.0,5,1993,22.5,3485.33,3485.33,3485.33,1
33432,33432,2005,5.0,commercial,547.0,6,37.0,5,1992,23.6,4931.75,4931.75,4931.75,1
33433,33433,2009,3.0,education,1013.0,4,117.0,6,1977,17.2,5426.44,5426.44,5426.44,2
33434,33434,2013,6.0,commercial,1127.0,6,12.0,2,1936,23.1,3534.27,3534.27,3534.27,1
33435,33435,2011,12.0,residential,394.0,1,37.0,11,1940,8.7,2666.26,2666.26,2666.26,2
33436,33436,2007,6.0,residential,317.0,6,12.0,23,1945,24.6,5374.2,5374.2,5374.2,3
33437,33437,2009,2.0,residential,177.0,5,337.0,25,1947,13.0,3776.56,3776.56,3776.56,2
33438,33438,2010,12.0,commercial,232.0,5,172.0,3,1976,6.0,803.49,803.49,803.49,2
33439,33439,2014,3.0,education,337.0,8,203.0,1,1940,16.3,434.58,434.58,434.58,1
33440,33440,2011,3.0,commercial,1707.0,4,172.0,6,2006,17.9,14655.27,14655.27,14655.27,3
33441,33441,2005,1.0,commercial,488.0,2,55.0,5,1995,6.6,4418.94,4418.94,4418.94,1
33442,33442,2011,3.0,education,525.0,8,117.0,1,1993,16.0,323.42,323.42,323.42,2
33443,33443,2006,8.0,education,388.0,4,172.0,2,1936,24.5,606.21,606.21,606.21,2
33444,33444,2005,8.0,office,657.0,5,203.0,24,1999,20.6,12840.2,12840.2,12840.2,3
33445,33445,2007,2.0,commercial,139.0,7,117.0,6,1928,12.8,999.0,999.0,999.0,2
33446,33446,2012,3.0,commercial,1707.0,4,172.0,6,2006,19.0,8445.55,8445.55,8445.55,2
33447,33447,2007,12.0,education,403.0,5,337.0,6,1954,7.1,2631.93,2631.93,2631.93,2
33448,33448,2008,10.0,residential,2730.0,1,-7.0,17,1973,18.8,35349.1,35349.1,35349.1,2
33449,33449,2006,7.0,commercial,312.0,4,172.0,3,1959,24.6,1126.88,1126.88,1126.88,3
33450,33450,2013,2.0,commercial,284.0,1,172.0,2,1976,12.7,672.98,672.98,672.98,2
33451,33451,2007,11.0,commercial,437.0,1,-7.0,3,1960,14.9,1433.81,1433.81,1433.81,2
33452,33452,2008,11.0,office,943.0,8,37.0,7,1925,12.5,8960.46,8960.46,8960.46,1
33453,33453,2005,6.0,commercial,1265.0,7,117.0,3,1971,23.3,4545.8,4545.8,4545.8,2
33454,33454,2008,5.0,education,337.0,8,203.0,1,1940,25.0,207.6,207.6,207.6,2
33455,33455,2012,4.0,education,299.0,6,37.0,5,1936,18.7,1223.51,1223.51,1223.51,2
33456,33456,2008,2.0,office,529.0,2,117.0,26,1989,14.7,10787.26,10787.26,10787.26,2
33457,33457,2009,2.0,office,285.0,7,55.0,8,1932,14.4,2789.81,2789.81,2789.81,1
33458,33458,2009,3.0,factory,987.0,5,203.0,2,1934,16.6,1886.16,1886.16,1886.16,1
33459,33459,2010,8.0,office,258.0,4,117.0,11,1950,22.4,4004.99,4004.99,4004.99,1
33460,33460,2007,12.0,commercial,489.0,6,37.0,2,1934,9.7,764.01,764.01,764.01,2
33461,33461,2009,8.0,commercial,529.0,8,117.0,2,1938,23.2,1386.4,1386.4,1386.4,3
33462,33462,2012,8.0,commercial,622.0,3,51.0,1,1966,21.5,46.16,46.16,46.16,2
33463,33463,2008,4.0,education,911.0,5,172.0,1,1986,21.1,991.6,991.6,991.6,2
33464,33464,2007,7.0,office,1210.0,1,117.0,7,2004,25.8,12332.32,12332.32,12332.32,1
33465,33465,2013,12.0,education,508.0,2,19.0,3,2006,7.8,1434.33,1434.33,1434.33,2
33466,33466,2005,3.0,office,1203.0,8,172.0,17,1963,15.1,23134.07,23134.07,23134.07,3
33467,33467,2006,12.0,office,285.0,7,55.0,8,1932,7.4,4111.3,4111.3,4111.3,1
33468,33468,2006,12.0,factory,379.0,2,117.0,1,1973,6.2,193.86,193.86,193.86,2
33469,33469,2013,4.0,residential,1068.0,1,12.0,11,1946,20.8,8247.1,8247.1,8247.1,3
33470,33470,2005,4.0,office,474.0,2,51.0,26,1992,21.7,8825.22,8825.22,8825.22,2
33471,33471,2006,6.0,commercial,657.0,6,-7.0,1,1963,26.0,681.57,681.57,681.57,3
33472,33472,2005,7.0,education,1107.0,4,203.0,4,1927,24.1,7810.99,7810.99,7810.99,1
33473,33473,2006,2.0,office,1292.0,1,37.0,5,1992,14.3,4205.46,4205.46,4205.46,2
33474,33474,2010,1.0,commercial,448.0,1,-7.0,6,1987,9.6,4638.65,4638.65,4638.65,3
33475,33475,2011,8.0,office,921.0,6,51.0,27,1979,22.6,15417.54,15417.54,15417.54,2
33476,33476,2012,2.0,commercial,615.0,6,172.0,5,1998,9.4,4821.6,4821.6,4821.6,1
33477,33477,2011,3.0,factory,819.0,3,37.0,6,2006,14.9,2322.81,2322.81,2322.81,3
33478,33478,2006,8.0,education,488.0,6,172.0,4,2006,24.4,2885.84,2885.84,2885.84,1
33479,33479,2005,3.0,office,529.0,2,117.0,26,1989,17.1,15093.98,15093.98,15093.98,3
33480,33480,2006,10.0,commercial,1231.0,5,55.0,5,1935,16.0,6178.17,6178.17,6178.17,3
33481,33481,2013,2.0,commercial,435.0,6,203.0,6,1925,13.5,4448.04,4448.04,4448.04,3
33482,33482,2013,3.0,commercial,941.0,3,117.0,4,1954,18.1,352.85,352.85,352.85,2
33483,33483,2009,2.0,factory,342.0,4,172.0,2,1984,11.4,564.61,564.61,564.61,3
33484,33484,2007,7.0,residential,689.0,5,51.0,22,1931,24.0,15989.75,15989.75,15989.75,1
33485,33485,2007,8.0,factory,243.0,8,19.0,2,1983,22.5,391.71,391.71,391.71,1
33486,33486,2009,1.0,residential,350.0,3,19.0,22,1963,8.7,6854.34,6854.34,6854.34,3
33487,33487,2005,6.0,commercial,529.0,8,117.0,2,1938,23.0,1328.64,1328.64,1328.64,3
33488,33488,2009,6.0,residential,863.0,5,19.0,4,1940,20.6,3458.52,3458.52,3458.52,2
33489,33489,2005,6.0,residential,924.0,7,203.0,25,1931,25.3,24324.3,24324.3,24324.3,3
33490,33490,2010,6.0,office,1296.0,3,12.0,20,2008,23.4,1518.65,1518.65,1518.65,2
33491,33491,2005,12.0,office,1210.0,1,117.0,7,2004,9.2,9695.52,9695.52,9695.52,3
33492,33492,2007,5.0,commercial,1127.0,6,12.0,2,1936,22.8,1760.82,1760.82,1760.82,2
33493,33493,2013,7.0,factory,368.0,7,-7.0,1,1932,25.8,196.79,196.79,196.79,2
33494,33494,2009,2.0,factory,320.0,8,37.0,3,1990,12.6,895.91,895.91,895.91,1
33495,33495,2008,4.0,factory,349.0,6,172.0,3,1958,20.3,535.54,535.54,535.54,2
33496,33496,2006,3.0,commercial,284.0,1,172.0,2,1976,16.3,803.98,803.98,803.98,3
33497,33497,2011,4.0,commercial,172.0,1,19.0,23,1947,23.3,2446.59,2446.59,2446.59,2
33498,33498,2005,10.0,office,623.0,2,172.0,8,1974,16.0,5116.99,5116.99,5116.99,3
33499,33499,2005,3.0,commercial,1492.0,4,172.0,2,1991,16.0,4204.97,4204.97,4204.97,3
33500,33500,2007,6.0,education,488.0,6,172.0,4,2006,26.1,3017.01,3017.01,3017.01,1
33501,33501,2008,5.0,factory,218.0,4,37.0,6,1990,22.2,883.78,883.78,883.78,3
33502,33502,2009,2.0,commercial,813.0,3,12.0,4,1961,11.8,4851.541864684603,4851.541864684603,4851.541864684603,3
33503,33503,2009,10.0,office,623.0,2,172.0,8,1974,18.0,6140.29,6140.29,6140.29,1
33504,33504,2005,7.0,education,420.0,1,12.0,6,1925,25.0,2263.92,2263.92,2263.92,2
33505,33505,2012,6.0,education,427.0,4,55.0,1,1946,23.6,419.66,419.66,419.66,3
33506,33506,2013,12.0,education,320.0,2,203.0,5,1944,8.2,1571.33,1571.33,1571.33,2
33507,33507,2010,11.0,office,331.0,1,55.0,19,1964,12.6,3889.43,3889.43,3889.43,2
33508,33508,2012,5.0,office,1203.0,8,172.0,17,1963,24.6,24290.88,24290.88,24290.88,1
33509,33509,2006,7.0,office,1210.0,1,117.0,7,2004,22.3,7267.26,7267.26,7267.26,3
33510,33510,2010,4.0,office,176.0,6,55.0,24,1972,18.5,4494.34,4494.34,4494.34,1
33511,33511,2006,9.0,office,1218.0,5,172.0,23,1959,18.8,26565.4,26565.4,26565.4,2
33512,33512,2013,12.0,factory,287.0,8,203.0,5,1923,8.4,1400.07,1400.07,1400.07,1
33513,33513,2011,8.0,commercial,365.0,3,203.0,2,1963,19.8,778.21,778.21,778.21,3
33514,33514,2010,8.0,office,577.0,6,203.0,3,1941,23.5,1180.54,1180.54,1180.54,2
33515,33515,2010,11.0,residential,228.0,1,55.0,22,1960,13.8,3232.76,3232.76,3232.76,2
33516,33516,2013,8.0,residential,464.0,3,12.0,3,2001,20.4,62.92,62.92,62.92,2
33517,33517,2012,5.0,residential,390.0,7,55.0,15,1933,24.0,6781.32,6781.32,6781.32,1
33518,33518,2009,4.0,office,1210.0,1,117.0,7,2004,19.0,5238.27,5238.27,5238.27,2
33519,33519,2012,10.0,factory,379.0,2,117.0,1,1973,19.5,174.47,174.47,174.47,2
33520,33520,2008,6.0,residential,1024.0,6,203.0,23,1967,25.5,19840.2,19840.2,19840.2,3
33521,33521,2014,1.0,commercial,339.0,1,37.0,4,2009,5.5,1359.44,1359.44,1359.44,2
33522,33522,2007,6.0,education,451.0,1,337.0,5,1993,24.6,3182.26,3182.26,3182.26,1
33523,33523,2007,8.0,office,968.0,3,-7.0,3,1965,23.0,2927.23,2927.23,2927.23,1
33524,33524,2006,5.0,education,650.0,1,12.0,2,1999,21.4,1277.64,1277.64,1277.64,3
33525,33525,2008,9.0,commercial,657.0,2,19.0,5,1972,17.8,5382.67,5382.67,5382.67,1
33526,33526,2006,11.0,education,814.0,1,55.0,5,1935,12.6,4376.06,4376.06,4376.06,1
33527,33527,2011,3.0,residential,486.0,2,-7.0,17,2006,19.7,8702.86,8702.86,8702.86,1
33528,33528,2011,3.0,commercial,1231.0,5,55.0,5,1935,17.6,9660.69,9660.69,9660.69,1
33529,33529,2009,11.0,residential,1186.0,3,117.0,5,1999,12.9,4401.48,4401.48,4401.48,3
33530,33530,2009,1.0,residential,163.0,1,12.0,21,1989,7.7,3690.2,3690.2,3690.2,3
33531,33531,2007,4.0,commercial,921.0,6,51.0,27,1979,21.3,16188.42,16188.42,16188.42,2
33532,33532,2009,12.0,commercial,305.0,2,55.0,4,1997,7.8,1164.86,1164.86,1164.86,2
33533,33533,2008,3.0,commercial,1554.0,4,37.0,1,1995,14.4,1960.0,1960.0,1960.0,3
33534,33534,2010,2.0,residential,954.0,8,117.0,27,1943,13.3,31468.45,31468.45,31468.45,1
33535,33535,2007,1.0,education,349.0,1,55.0,3,2003,6.3,1357.68,1357.68,1357.68,3
33536,33536,2011,12.0,office,435.0,6,117.0,9,1990,8.5,4823.28,4823.28,4823.28,1
33537,33537,2006,12.0,office,1210.0,1,117.0,7,2004,10.0,11383.68,11383.68,11383.68,1
33538,33538,2011,5.0,residential,163.0,1,12.0,21,1989,24.6,2206.09,2206.09,2206.09,2
33539,33539,2014,10.0,commercial,1707.0,4,172.0,6,2006,18.5,18548.67,18548.67,18548.67,1
33540,33540,2008,12.0,office,225.0,6,19.0,23,1946,8.0,3529.35,3529.35,3529.35,2
33541,33541,2006,5.0,commercial,439.0,3,19.0,5,1958,23.7,3407.34,3407.34,3407.34,1
33542,33542,2011,1.0,commercial,293.0,8,172.0,28,1972,7.7,8352.33,8352.33,8352.33,1
33543,33543,2009,10.0,office,1210.0,1,117.0,7,2004,18.1,4962.57,4962.57,4962.57,2
33544,33544,2010,10.0,commercial,854.0,4,337.0,1,1936,18.0,704.21,704.21,704.21,2
33545,33545,2005,7.0,residential,460.0,7,55.0,21,1967,24.5,9324.32,9324.32,9324.32,3
33546,33546,2014,6.0,factory,833.0,2,117.0,4,1935,22.0,3078.77,3078.77,3078.77,1
33547,33547,2009,1.0,factory,323.0,5,117.0,3,1963,6.4,689.17,689.17,689.17,2
33548,33548,2014,1.0,commercial,547.0,7,203.0,1,1979,7.4,655.22,655.22,655.22,2
33549,33549,2009,10.0,office,843.0,4,203.0,4,1941,17.0,3305.44,3305.44,3305.44,3
33550,33550,2010,11.0,education,837.0,5,203.0,3,1934,11.5,3378.16,3378.16,3378.16,1
33551,33551,2009,11.0,commercial,529.0,8,117.0,2,1938,12.1,1395.13,1395.13,1395.13,3
33552,33552,2011,1.0,commercial,501.0,8,117.0,6,2009,7.1,4758.06,4758.06,4758.06,3
33553,33553,2009,2.0,residential,258.0,3,51.0,9,1962,13.4,2592.7,2592.7,2592.7,3
33554,33554,2006,12.0,residential,228.0,1,55.0,22,1960,9.0,3085.82,3085.82,3085.82,2
33555,33555,2011,2.0,commercial,471.0,8,117.0,3,2001,13.2,2205.77,2205.77,2205.77,1
33556,33556,2010,6.0,commercial,301.0,2,337.0,3,1992,22.7,1084.68,1084.68,1084.68,3
33557,33557,2014,5.0,residential,163.0,1,12.0,21,1989,24.1,3795.42,3795.42,3795.42,1
33558,33558,2007,4.0,education,857.0,8,37.0,6,1966,18.8,3167.64,3167.64,3167.64,2
33559,33559,2014,12.0,residential,623.0,8,337.0,26,1993,7.8,20441.64,20441.64,20441.64,3
33560,33560,2010,10.0,factory,243.0,8,19.0,2,1983,15.0,376.33,376.33,376.33,3
33561,33561,2005,8.0,commercial,423.0,7,37.0,4,1991,23.6,1206.4,1206.4,1206.4,2
33562,33562,2005,11.0,office,356.0,1,55.0,25,1952,14.2,9417.86,9417.86,9417.86,3
33563,33563,2012,12.0,commercial,184.0,4,-7.0,2,1926,9.9,679.93,679.93,679.93,3
33564,33564,2008,7.0,commercial,812.0,7,337.0,3,2008,23.7,1563.18,1563.18,1563.18,2
33565,33565,2014,12.0,education,429.0,5,37.0,5,1994,7.3,3421.64,3421.64,3421.64,3
33566,33566,2012,3.0,office,423.0,7,37.0,4,1991,17.9,1842.22,1842.22,1842.22,3
33567,33567,2011,1.0,factory,349.0,6,172.0,3,1958,7.8,952.58,952.58,952.58,3
33568,33568,2009,7.0,residential,486.0,2,-7.0,17,2006,26.3,6698.91,6698.91,6698.91,3
33569,33569,2013,10.0,residential,615.0,2,203.0,7,1961,19.2,5250.72,5250.72,5250.72,1
33570,33570,2013,9.0,education,337.0,8,203.0,1,1940,21.9,526.08,526.08,526.08,1
33571,33571,2013,3.0,commercial,932.0,5,117.0,6,1958,19.2,7101.19,7101.19,7101.19,2
33572,33572,2011,6.0,factory,388.0,2,337.0,1,1941,23.7,394.36,394.36,394.36,1
33573,33573,2010,3.0,office,176.0,6,55.0,24,1972,17.5,6150.14,6150.14,6150.14,1
33574,33574,2010,12.0,commercial,831.0,8,172.0,2,1933,8.4,2073.26,2073.26,2073.26,3
33575,33575,2005,7.0,commercial,260.0,7,337.0,6,1929,26.6,3094.29,3094.29,3094.29,1
33576,33576,2006,6.0,commercial,451.0,2,12.0,2,1981,24.8,947.35,947.35,947.35,2
33577,33577,2007,6.0,education,1114.0,4,51.0,4,1924,25.1,3812.55,3812.55,3812.55,2
33578,33578,2006,7.0,education,2447.0,8,19.0,6,1943,21.8,18933.44,18933.44,18933.44,1
33579,33579,2012,2.0,commercial,372.0,6,55.0,3,1997,12.0,1837.38,1837.38,1837.38,1
33580,33580,2008,2.0,commercial,656.6619098651926,6,117.0,4,1953,13.9,669.58,669.58,669.58,2
33581,33581,2005,10.0,residential,405.0,2,203.0,19,1982,16.4,6021.7,6021.7,6021.7,3
33582,33582,2012,11.0,residential,460.0,7,55.0,21,1967,12.9,6198.82,6198.82,6198.82,2
33583,33583,2009,2.0,commercial,776.0,7,117.0,3,2002,12.2,5204.15,5204.15,5204.15,3
33584,33584,2009,3.0,office,176.0,6,55.0,24,1972,17.4,4851.541864684603,4851.541864684603,4851.541864684603,3
33585,33585,2011,11.0,residential,228.0,1,55.0,22,1960,14.1,5322.69,5322.69,5322.69,3
33586,33586,2014,11.0,residential,1068.0,1,12.0,11,1946,14.7,11841.98,11841.98,11841.98,1
33587,33587,2010,11.0,commercial,656.6619098651926,4,117.0,3,1930,12.2,6582.41,6582.41,6582.41,3
33588,33588,2011,12.0,education,911.0,5,172.0,1,1986,10.7,856.38,856.38,856.38,2
33589,33589,2009,12.0,commercial,1492.0,4,172.0,2,1991,7.4,2849.12,2849.12,2849.12,2
33590,33590,2011,10.0,education,545.0,5,19.0,4,2002,17.4,2049.3,2049.3,2049.3,2
33591,33591,2011,9.0,commercial,451.0,2,12.0,2,1981,21.0,947.35,947.35,947.35,2
33592,33592,2008,1.0,commercial,530.0,3,19.0,17,2007,9.0,7767.44,7767.44,7767.44,3
33593,33593,2012,10.0,commercial,323.0,1,117.0,5,1927,15.9,1545.51,1545.51,1545.51,2
33594,33594,2012,2.0,office,172.0,1,19.0,23,1947,10.7,2704.12,2704.12,2704.12,2
33595,33595,2013,5.0,residential,686.0,3,172.0,18,1950,24.3,8971.69,8971.69,8971.69,3
33596,33596,2007,12.0,office,843.0,4,203.0,4,1941,4.3,4402.65,4402.65,4402.65,3
33597,33597,2013,10.0,commercial,448.0,1,-7.0,6,1987,17.2,2732.17,2732.17,2732.17,3
33598,33598,2006,10.0,commercial,232.0,5,172.0,3,1976,17.3,763.32,763.32,763.32,2
33599,33599,2013,4.0,office,1296.0,3,12.0,20,2008,20.5,30046.46,30046.46,30046.46,1
33600,33600,2012,1.0,commercial,501.0,8,117.0,6,2009,2.7,4760.54,4760.54,4760.54,1
33601,33601,2014,7.0,commercial,260.0,7,337.0,6,1929,26.1,2953.64,2953.64,2953.64,1
33602,33602,2014,11.0,education,525.0,8,117.0,1,1993,14.6,712.66,712.66,712.66,1
33603,33603,2013,3.0,residential,1172.0,8,12.0,2,1997,16.0,1858.33,1858.33,1858.33,3
33604,33604,2013,12.0,residential,880.0,5,12.0,8,2000,9.1,5747.13,5747.13,5747.13,2
33605,33605,2008,5.0,residential,179.0,3,12.0,7,1978,19.6,937.62,937.62,937.62,3
33606,33606,2011,8.0,residential,317.0,6,12.0,23,1945,25.3,6614.4,6614.4,6614.4,1
33607,33607,2006,1.0,commercial,1707.0,4,172.0,6,2006,8.2,17736.76,17736.76,17736.76,3
33608,33608,2010,10.0,office,258.0,4,117.0,11,1950,15.1,1759.56,1759.56,1759.56,2
33609,33609,2012,8.0,factory,323.0,5,117.0,3,1963,23.6,599.28,599.28,599.28,2
33610,33610,2006,6.0,commercial,372.0,6,55.0,3,1997,24.4,1837.38,1837.38,1837.38,1
33611,33611,2013,2.0,residential,530.0,3,19.0,17,2007,14.2,520.35,520.35,520.35,2
33612,33612,2006,3.0,commercial,596.0,1,337.0,6,1984,19.2,3585.08,3585.08,3585.08,2
33613,33613,2010,10.0,office,429.0,8,203.0,11,1927,14.4,6138.85,6138.85,6138.85,1
33614,33614,2013,5.0,commercial,589.0,2,12.0,2,1956,22.5,1462.18,1462.18,1462.18,2
33615,33615,2011,8.0,commercial,836.0,2,12.0,3,1971,22.8,4974.67,4974.67,4974.67,1
33616,33616,2008,6.0,factory,287.0,8,203.0,5,1923,26.0,1400.07,1400.07,1400.07,1
33617,33617,2007,1.0,commercial,290.0,2,-7.0,5,1981,10.3,2626.01,2626.01,2626.01,1
33618,33618,2007,1.0,office,582.0,4,37.0,3,1975,8.7,1028.39,1028.39,1028.39,2
33619,33619,2006,10.0,commercial,301.0,2,337.0,3,1992,17.4,1791.12,1791.12,1791.12,1
33620,33620,2009,5.0,office,373.0,8,203.0,16,1940,23.8,5120.54,5120.54,5120.54,3
33621,33621,2012,6.0,commercial,975.0,2,12.0,3,1994,24.4,5549.54,5549.54,5549.54,1
33622,33622,2011,2.0,education,1862.0,8,19.0,6,1945,12.4,18198.38,18198.38,18198.38,1
33623,33623,2014,11.0,factory,407.0,4,-7.0,4,1979,14.9,1364.1,1364.1,1364.1,1
33624,33624,2013,3.0,commercial,411.0,8,19.0,4,1987,15.1,1027.43,1027.43,1027.43,2
33625,33625,2013,5.0,commercial,476.0,7,37.0,4,2003,26.0,3948.29,3948.29,3948.29,1
33626,33626,2008,4.0,residential,1186.0,3,117.0,5,1999,22.6,372.26,372.26,372.26,2
33627,33627,2012,1.0,residential,623.0,1,51.0,26,1999,8.3,16327.58,16327.58,16327.58,1
33628,33628,2012,2.0,education,1107.0,4,203.0,4,1927,12.7,5481.14,5481.14,5481.14,3
33629,33629,2009,4.0,factory,1272.0,2,19.0,3,1922,16.6,2537.45,2537.45,2537.45,2
33630,33630,2007,4.0,factory,240.0,3,37.0,5,1957,22.2,907.2,907.2,907.2,1
33631,33631,2005,1.0,commercial,260.0,7,337.0,6,1929,9.0,3234.94,3234.94,3234.94,1
33632,33632,2012,11.0,residential,239.0,5,37.0,18,1998,12.7,4735.37,4735.37,4735.37,1
33633,33633,2008,3.0,education,260.0,4,55.0,5,1979,17.1,1742.83,1742.83,1742.83,1
33634,33634,2012,12.0,commercial,203.0,6,117.0,4,1953,8.4,1209.56,1209.56,1209.56,1
33635,33635,2010,1.0,commercial,734.0,3,337.0,6,1952,7.8,7627.46,7627.46,7627.46,3
33636,33636,2014,6.0,residential,317.0,6,12.0,23,1945,23.6,4068.38,4068.38,4068.38,2
33637,33637,2011,1.0,residential,615.0,2,203.0,7,1961,10.3,5489.39,5489.39,5489.39,1
33638,33638,2009,3.0,education,480.0,4,51.0,2,1951,17.8,678.53,678.53,678.53,2
33639,33639,2012,6.0,commercial,334.0,8,37.0,4,2001,23.7,1604.8,1604.8,1604.8,3
33640,33640,2014,4.0,factory,287.0,8,203.0,5,1923,21.3,600.55,600.55,600.55,2
33641,33641,2012,5.0,commercial,547.0,6,37.0,5,1992,24.3,3285.28,3285.28,3285.28,3
33642,33642,2006,8.0,commercial,301.0,7,12.0,2,1920,23.9,944.99,944.99,944.99,3
33643,33643,2006,5.0,commercial,657.0,5,337.0,1,1964,25.0,937.46,937.46,937.46,1
33644,33644,2013,11.0,factory,306.0,6,337.0,5,1989,15.6,675.88,675.88,675.88,2
33645,33645,2005,8.0,commercial,451.0,2,12.0,2,1981,25.0,1029.31,1029.31,1029.31,3
33646,33646,2011,5.0,commercial,547.0,7,203.0,1,1979,25.3,858.65,858.65,858.65,3
33647,33647,2008,7.0,office,172.0,1,19.0,23,1947,24.1,5538.4,5538.4,5538.4,1
33648,33648,2011,8.0,residential,179.0,3,12.0,7,1978,23.8,791.65,791.65,791.65,3
